SubjectID,DSC_ap-rCBV_ET_Intensity_CoefficientOfVariation,DSC_ap-rCBV_ET_Intensity_Energy,DSC_ap-rCBV_ET_Intensity_InterQuartileRange,DSC_ap-rCBV_ET_Intensity_Kurtosis,DSC_ap-rCBV_ET_Intensity_Maximum,DSC_ap-rCBV_ET_Intensity_Mean,DSC_ap-rCBV_ET_Intensity_MeanAbsoluteDeviation,DSC_ap-rCBV_ET_Intensity_Median,DSC_ap-rCBV_ET_Intensity_MedianAbsoluteDeviation,DSC_ap-rCBV_ET_Intensity_Minimum,DSC_ap-rCBV_ET_Intensity_Mode,DSC_ap-rCBV_ET_Intensity_NinetiethPercentile,DSC_ap-rCBV_ET_Intensity_QuartileCoefficientOfVariation,DSC_ap-rCBV_ET_Intensity_Range,DSC_ap-rCBV_ET_Intensity_RootMeanSquare,DSC_ap-rCBV_ET_Intensity_Skewness,DSC_ap-rCBV_ET_Intensity_StandardDeviation,DSC_ap-rCBV_ET_Intensity_Sum,DSC_ap-rCBV_ET_Intensity_TenthPercentile,DSC_ap-rCBV_ET_Intensity_Variance,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-0_Frequency,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-0_Probability,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-10_Frequency,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-10_Probability,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-11_Frequency,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-11_Probability,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-12_Frequency,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-12_Probability,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-13_Frequency,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-13_Probability,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-14_Frequency,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-14_Probability,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-15_Frequency,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-15_Probability,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-1_Frequency,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-1_Probability,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-2_Frequency,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-2_Probability,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-3_Frequency,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-3_Probability,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-4_Frequency,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-4_Probability,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-5_Frequency,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-5_Probability,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-6_Frequency,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-6_Probability,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-7_Frequency,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-7_Probability,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-8_Frequency,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-8_Probability,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-9_Frequency,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Bin-9_Probability,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_CoefficientOfVariation,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Energy,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Entropy,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_FifthPercentile,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_FifthPercentileMean,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_InterQuartileRange,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Kurtosis,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Maximum,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Mean,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_MeanAbsoluteDeviation,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Median,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_MedianAbsoluteDeviation,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Minimum,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Mode,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_NinetiethPercentile,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_NinetyFifthPercentile,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_NinetyFifthPercentileMean,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_QuartileCoefficientOfVariation,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Range,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_RobustMeanAbsoluteDeviation1090,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_RootMeanSquare,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_SeventyFifthPercentile,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Skewness,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_StandardDeviation,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Sum,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_TenthPercentile,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_TwentyFifthPercentile,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Uniformity,DSC_ap-rCBV_ET_Histogram_Bins-16_Bins-16_Variance,DSC_ap-rCBV_ET_Volumetric_Pixels,DSC_ap-rCBV_ET_Volumetric_Volume,DSC_ap-rCBV_ET_Morphologic_Eccentricity,DSC_ap-rCBV_ET_Morphologic_EllipseDiameter_Axis-0,DSC_ap-rCBV_ET_Morphologic_EllipseDiameter_Axis-1,DSC_ap-rCBV_ET_Morphologic_EllipseDiameter_Axis-2,DSC_ap-rCBV_ET_Morphologic_Elongation,DSC_ap-rCBV_ET_Morphologic_EquivalentSphericalPerimeter,DSC_ap-rCBV_ET_Morphologic_EquivalentSphericalRadius,DSC_ap-rCBV_ET_Morphologic_Flatness,DSC_ap-rCBV_ET_Morphologic_LargestComponentSize,DSC_ap-rCBV_ET_Morphologic_NumberOfPixels,DSC_ap-rCBV_ET_Morphologic_OrientedBoundingBoxSize_Axis-0,DSC_ap-rCBV_ET_Morphologic_OrientedBoundingBoxSize_Axis-1,DSC_ap-rCBV_ET_Morphologic_OrientedBoundingBoxSize_Axis-2,DSC_ap-rCBV_ET_Morphologic_Perimeter,DSC_ap-rCBV_ET_Morphologic_PerimeterOnBorder,DSC_ap-rCBV_ET_Morphologic_PerimeterOnBorderRatio,DSC_ap-rCBV_ET_Morphologic_PhysicalSize,DSC_ap-rCBV_ET_Morphologic_PixelsOnBorder,DSC_ap-rCBV_ET_Morphologic_Roundness,DSC_ap-rCBV_ET_GLCM_Bins-16_Radius-1_AutoCorrelation,DSC_ap-rCBV_ET_GLCM_Bins-16_Radius-1_ClusterProminence,DSC_ap-rCBV_ET_GLCM_Bins-16_Radius-1_ClusterShade,DSC_ap-rCBV_ET_GLCM_Bins-16_Radius-1_Contrast,DSC_ap-rCBV_ET_GLCM_Bins-16_Radius-1_Correlation,DSC_ap-rCBV_ET_GLCM_Bins-16_Radius-1_Energy,DSC_ap-rCBV_ET_GLCM_Bins-16_Radius-1_Entropy,DSC_ap-rCBV_ET_GLCM_Bins-16_Radius-1_Homogeneity,DSC_ap-rCBV_ET_GLRLM_Bins-16_Radius-1_GreyLevelNonuniformity,DSC_ap-rCBV_ET_GLRLM_Bins-16_Radius-1_HighGreyLevelRunEmphasis,DSC_ap-rCBV_ET_GLRLM_Bins-16_Radius-1_LongRunEmphasis,DSC_ap-rCBV_ET_GLRLM_Bins-16_Radius-1_LongRunHighGreyLevelEmphasis,DSC_ap-rCBV_ET_GLRLM_Bins-16_Radius-1_LongRunLowGreyLevelEmphasis,DSC_ap-rCBV_ET_GLRLM_Bins-16_Radius-1_LowGreyLevelRunEmphasis,DSC_ap-rCBV_ET_GLRLM_Bins-16_Radius-1_RunLengthNonuniformity,DSC_ap-rCBV_ET_GLRLM_Bins-16_Radius-1_ShortRunEmphasis,DSC_ap-rCBV_ET_GLRLM_Bins-16_Radius-1_ShortRunHighGreyLevelEmphasis,DSC_ap-rCBV_ET_GLRLM_Bins-16_Radius-1_ShortRunLowGreyLevelEmphasis,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_GreyLevelMean,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_GreyLevelNonUniformity,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_GreyLevelNonUniformityNormalized,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_GreyLevelVariance,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_HighGreyLevelEmphasis,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_LargeZoneEmphasis,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_LargeZoneHighGreyLevelEmphasis,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_LargeZoneLowGreyLevelEmphasis,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_LowGreyLevelEmphasis,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_SmallZoneEmphasis,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_SmallZoneHighGreyLevelEmphasis,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_SmallZoneLowGreyLevelEmphasis,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_ZonePercentage,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_ZoneSizeEntropy,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_ZoneSizeMean,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_ZoneSizeNonUniformity,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_ZoneSizeNoneUniformityNormalized,DSC_ap-rCBV_ET_GLSZM_Bins-16_Radius-1_ZoneSizeVariance,DSC_ap-rCBV_ET_NGTDM_Busyness,DSC_ap-rCBV_ET_NGTDM_Coarsness,DSC_ap-rCBV_ET_NGTDM_Complexity,DSC_ap-rCBV_ET_NGTDM_Contrast,DSC_ap-rCBV_ET_NGTDM_Strength,DSC_ap-rCBV_ET_LBP_Radius-1_Bins-16_LBP
UPENN-GBM-00001_11,0.6425701882,5436194,50,3.216735644,202,54.85379203,-2.395512335e-14,49,5.853792025,0,64,103,0.4807692308,202,65.19468649,0.7269729733,35.24741146,70158,14,1242.380015,120,0.09382329945,16,0.01250977326,15,0.01172791243,3,0.002345582486,4,0.003127443315,1,0.0007818608288,2,0.001563721658,180,0.1407349492,193,0.15089914,166,0.1297888976,136,0.1063330727,139,0.1086786552,124,0.09695074277,82,0.06411258796,50,0.03909304144,48,0.03752931978,0.7281775031,28836,3.368761611,6.732278003,3.019230769,4,3.148582268,15,3.838936669,-4.608805736e-14,3,0.8389366693,0,2,8,120.2888032,138.4769231,0.5,15,1.797255656,4.748235342,6,0.7101427875,2.795427318,4910,1,2,0.108101582,7.814413892,1279,1279,0.8555697544,8.873677182,13.17820121,20.88873606,1.585097672,569.8114267,6.733806694,1.485089095,1279,1279,0,0,0,918.0132869,0,0,1279,0,0.6207006313,6865.192292,2082.319026,85.26701418,3.841902003,0.0980143655,0.02311429992,6.020190095,0.5108266233,2729.596238,34.4486503,1.726007494,40.79444827,0.4383295156,0.137684894,21641.25243,0.9250920659,33.4508847,0.1095155889,6.894736842,10.65413534,0.08010628074,12.56034824,60.09774436,598.2481203,10602.15038,125.8366594,0.09456322528,0.5051062797,37.71842779,0.02676667532,0.1039874902,5.837017166,9.616541353,31.91729323,0.2399796484,505.7702527,8.521396822,0.001774313927,534.196291,0.3162746979,0.2193693965,12132.54812
UPENN-GBM-00002_11,0.6466281813,245762584,71,2.989818147,255,76.21990547,-3.099089629e-12,68,8.219905467,0,64,146,0.4896551724,255,90.76616291,0.7071857799,49.28593885,2273716,18,2429.103769,2347,0.07867654453,790,0.02648251819,584,0.01957695015,341,0.01143106165,181,0.00606751366,76,0.002547685294,56,0.001877241795,3742,0.1254399785,3997,0.1339881332,3652,0.1224229828,3613,0.121115618,3049,0.1022091113,2552,0.08554859039,2032,0.06811705943,1621,0.05433944554,1198,0.04015956555,0.7165055772,835706,3.518189261,10.13482558,5.672153635,4,2.981955236,15,4.302504106,-9.104348353e-14,4,0.3025041065,0,2,9,170.3037449,194.5362117,0.5,15,1.975315426,5.292889826,6,0.7035662951,3.082768188,128348,1,2,0.09776722931,9.503459703,29831,29831,0.6370765799,29.09716229,42.76299897,45.76330699,1.07016131,4649.868456,19.23602804,1.46966218,29815,29815,0,0,0,13695.82139,0,0,29815,0,0.33951001,13828.92004,3480.089849,122.2733408,3.081370825,0.08763016691,0.02029997131,6.148251471,0.5331582585,55816.31699,41.02788045,1.15227463,41.4005222,0.246017049,0.1138180107,554053.1751,0.9811101453,40.95728957,0.09931480369,7.344859813,75.08971963,0.07017730806,15.72499694,69.67196262,57976.2028,1175703.093,7812.369885,0.1094049338,0.4539652276,30.50092373,0.04739422577,0.03586872716,6.930250805,27.87943925,214.3457944,0.2003231723,57198.93967,213.9135893,7.737779164e-05,529.364926,0.4199203737,0.008289772193,245084.5077
UPENN-GBM-00003_11,0.6314992001,10495217,22,7.02249701,154,33.82540409,-3.452470596e-13,28,5.825404087,2,20,61,0.3666666667,152,40.0046067,1.833300298,21.36071562,221827,15,456.280172,244,0.03720646539,63,0.009606587374,48,0.007319304666,21,0.003202195791,13,0.00198231168,8,0.001219884111,4,0.0006099420555,1756,0.2677645624,1685,0.2569380909,1193,0.1819152181,653,0.09957304056,322,0.04910033547,189,0.02881976212,162,0.02470265325,114,0.01738334858,83,0.01265629765,0.796810906,86289,2.821286362,11.96012218,9.213114754,3,6.95290144,15,2.836992986,9.574720468e-14,2,0.8369929857,0,1,6,80.22385957,99.79447853,0.6,15,1.110358558,3.627371294,4,1.808787353,2.260546951,18605,1,1,0.1865832093,5.110072518,6558,6558,0.6017186045,18.87394866,24.59614351,26.9759516,1.096755334,1694.159311,11.61106861,1.303179529,6557,6557,0,0,0,6625.782869,0,0,6557,0,0.2556919453,1726.501676,2072.190397,130.9648085,2.017219364,0.1579703911,0.05968664559,4.960781722,0.6406012391,21074.04783,22.44544626,1.452272473,24.38290729,0.4174871426,0.1448620998,109041.4237,0.9457929874,22.09511168,0.1223613038,7.061728395,27.09876543,0.08363816491,12.90359701,62.77160494,20191.59877,167795.7006,3349.594222,0.1187815455,0.4714826579,33.10586224,0.05615570545,0.0494053065,6.320176719,20.24074074,69.75308642,0.2152873038,19781.91118,54.81493646,0.0002769227222,521.7522912,0.1665858357,0.06067398778,62851.04804
UPENN-GBM-00004_11,0.4339761754,58008860,59,3.417188339,255,100.2950752,7.087330699e-13,91,9.295075211,4,55,163,0.3025641026,251,109.3306726,0.8427254673,43.52567315,486732,54,1894.484223,18,0.003709045951,200,0.04121162168,144,0.02967236761,88,0.01813311354,39,0.008036266227,22,0.004533278385,27,0.005563568926,70,0.01442406759,317,0.06532042036,743,0.1531011745,857,0.1765917989,740,0.1524830002,532,0.1096229137,459,0.09458067175,329,0.06779311766,268,0.05522357305,0.4919914327,191718,3.38864646,43.05261678,33.34736842,3,3.333583871,15,5.639810427,1.4129083e-13,5,0.6398104265,0,4,10,185.1022035,209.073913,0.2727272727,15,1.730048337,6.285304163,7,0.8147428059,2.774738412,27370,3,4,0.1139962454,7.699173253,4853,4853,0.7379801386,13.52338925,24.93660378,27.21271768,1.091276018,1377.039461,10.4681096,1.843961104,4805,4805,0,0,0,3855.955003,0,0,4805,0,0.3571202102,10894.97562,2564.541722,125.7791571,2.76287308,0.1081270895,0.0272873498,5.902461508,0.5485723938,10532.56442,55.05363206,1.095106431,57.30815053,0.04918117602,0.04012597624,93099.93458,0.9790555544,54.54484487,0.03829341965,8.265550239,32.80382775,0.07847805682,12.41991369,80.73923445,3202.964115,102830.4354,120.7371974,0.04476798774,0.4395145382,35.7358919,0.01760967654,0.08613228931,6.536141401,11.61004785,79.33014354,0.1897850324,3068.170904,35.80423017,0.0003097947618,684.851632,0.4260906286,0.03218465999,47978.66702
UPENN-GBM-00005_11,0.3827876747,297645193,69,2.60809384,255,123.1710496,1.007538969e-12,120,3.171049556,4,110,187,0.2839506173,251,131.8861075,0.3086573729,47.14835966,2107703,64,2222.967818,35,0.002045348294,1368,0.07994389902,1076,0.0628798504,681,0.03979663394,333,0.01946002805,206,0.01203833567,173,0.01010986442,217,0.01268115942,574,0.03354371201,1039,0.06071762506,1768,0.1033193081,2154,0.1258765778,2027,0.1184548855,1943,0.1135460496,1994,0.1165264142,1524,0.08906030856,0.4243860789,1013879,3.597464877,51.53911455,39.24576271,4,2.566115708,15,7.085729313,1.160811616e-13,7,0.08572931276,0,5,11,204.7549248,225.0727056,0.2857142857,15,1.973369209,7.697375587,9,0.2844375309,3.007084879,121251,3,5,0.09248550539,9.04255947,17112,17112,0.7669354176,24.14012701,31.49628503,42.96857615,1.364242675,3210.577095,15.98404227,1.304727395,17106,17106,0,0,0,7275.81872,0,0,17106,0,0.4412667795,31346.84995,2640.99525,45.90039859,2.822948356,0.09511378107,0.01780643841,6.242265228,0.5286186321,30974.47585,75.37784751,1.043165383,77.34298725,0.03146883165,0.02873953413,331086.624,0.9908914026,74.9370919,0.028218092,8.494017094,39.15384615,0.06692965155,17.89098985,90.03931624,35290.50256,2300702.742,724.3294336,0.06017559374,0.4822234772,42.63361224,0.0254098349,0.03418653576,6.621403066,29.25128205,131.8752137,0.2254277157,34434.86506,120.6099093,8.157465941e-05,784.0634187,0.6108142782,0.007048281384,160295.8637
UPENN-GBM-00006_11,0.8427066165,10737969,24,8.786310114,215,30.70806427,1.478977792e-13,22,8.708064274,1,12,63,0.4615384615,214,40.15656587,2.131554118,25.87788894,204485,10,669.6651362,1787,0.2683586124,19,0.002853281273,14,0.00210241778,5,0.000750863493,5,0.000750863493,1,0.0001501726986,3,0.0004505180958,2208,0.3315813185,1193,0.1791560294,553,0.08304550233,322,0.04835560895,228,0.03423937528,121,0.01817089653,96,0.01441657907,55,0.008259498423,49,0.007358462232,1.13592668,45388,2.525777083,3.493558682,2.821428571,2,8.50280123,15,1.725183962,-2.10009714e-14,1,0.7251839616,0,1,4,85.1769041,112.1467066,1,15,0.9107293317,2.610754382,2,2.042082553,1.959682489,11488,0,0,0.2251408537,3.84035546,6659,6659,0.6466821465,18.93637898,24.01493819,27.95770544,1.164179779,1711.340766,11.66979739,1.26819062,6657,6657,0,0,0,5529.897843,0,0,6657,0,0.3094705932,584.4129924,1353.60746,93.54884498,1.513503775,0.2135727169,0.1006560309,4.258321187,0.7111975647,20486.9645,14.50734241,3.752230258,18.41279048,2.871869285,0.3186633465,75703.83149,0.8528085465,14.15446935,0.2039045736,6.534412955,23.72874494,0.09606779328,10.12735826,52.82591093,36923.63968,147763.5668,17086.39916,0.09125980113,0.455319646,29.5191675,0.04090616106,0.03709265656,6.12172178,26.95951417,50.6437247,0.2050353227,36196.82427,57.9826081,0.0003414889482,426.848809,0.08737766513,0.1030260001,61136.22299
UPENN-GBM-00007_11,0.5097458173,408244265,60,3.575105983,255,91.0328875,5.566607264e-12,84,7.032887502,2,59,155,0.3448275862,253,102.1774376,0.8172974011,46.40363364,3559659,38,2153.297215,686,0.01754341099,1148,0.02935836125,795,0.0203309209,590,0.01508835639,392,0.01002480628,240,0.006137636498,225,0.005754034217,2347,0.06002097026,4084,0.1044421144,5961,0.1524435465,5614,0.1435695471,4965,0.1269723551,4536,0.1160013298,3614,0.09242257627,2303,0.0588957369,1603,0.04099429711,0.5751482526,1363766,3.497126825,26.37840222,18.98320693,4,3.507109039,15,5.119300309,1.213938996e-12,5,0.1193003094,0,3,9,181.7552095,208.4596242,0.4,15,1.685098112,5.90561173,7,0.7970588687,2.944356627,200180,2,3,0.1036133479,8.669235948,39103,39103,0.7529473296,29.38025222,45.66569955,55.66005197,1.218859067,5571.122408,21.05554167,1.554299099,39101,39101,0,0,0,11193.43589,0,0,39101,0,0.4977133442,13522.00138,3505.036572,139.4878339,2.059502754,0.1025981342,0.02596782531,5.872176776,0.5919060478,68721.10244,49.44995984,1.076975255,51.06733703,0.08530534998,0.06672694224,673985.744,0.983080404,49.06785392,0.06325025176,8.164201183,45.81065089,0.06776723504,18.83250543,85.48668639,206480.6908,6716327.82,10008.89522,0.1070732392,0.4287020537,34.57830929,0.04857570508,0.01728767614,6.837957949,57.84467456,125.7337278,0.1859966388,203134.6845,285.9916169,4.540876319e-05,605.3583505,0.4437370055,0.004759183459,314835.1316
UPENN-GBM-00008_11,0.3439492545,58595239,60,2.973202128,255,127.5846536,4.043008033e-13,123,4.584653619,29,137,188,0.24,226,134.9182429,0.5612419181,43.88264649,410695,73,1925.686663,10,0.003106554831,198,0.06150978565,121,0.03758931345,90,0.02795899348,57,0.01770736253,40,0.01242621932,48,0.01491146319,63,0.01957129543,221,0.06865486176,264,0.08201304753,366,0.1136999068,402,0.1248835042,433,0.1345138242,402,0.1248835042,301,0.0935073004,203,0.06306306306,0.4804641733,165896,3.606726967,62.89240868,54.27642276,4,2.919077214,15,6.470953712,-5.246516003e-14,6,0.4709537123,0,6,11,210.2349344,232.5165563,0.3333333333,15,1.870897307,7.178892813,8,0.5336873613,3.109061426,20830,3,4,0.09343472727,9.66626295,3219,3219,0.5204594404,16.86097203,17.9142662,20.353576,1.136165767,1054.301382,9.159619981,1.062469362,3219,3219,0,0,0,1696.20066,0,0,3219,0,0.6215664256,26630.8163,3217.674936,93.02307866,4.614713912,0.07940027854,0.01487660172,6.533850705,0.4562797466,6267.318139,67.28966487,1.225392547,74.26866065,0.05552151768,0.03566659573,61977.01805,0.9625463544,65.87298826,0.03292554037,8.504464286,15.64285714,0.06983418367,17.20533721,89.53125,2543.888393,130518.4375,70.59024365,0.05074431252,0.4351611014,39.08130903,0.02289861337,0.06958682821,6.325065948,14.37053571,43.42857143,0.193877551,2337.376096,23.45478184,0.0004796619747,705.3787261,0.6032450719,0.04251140242,27756.93436
UPENN-GBM-00009_11,0.4927397663,132750276,51,3.926360116,255,74.24481371,8.114956855e-14,70,4.244813706,7,52,122,0.3566433566,248,82.76814856,0.8003417662,36.58337216,1438716,31,1338.343118,717,0.03700072247,176,0.009082464651,86,0.0044380225,38,0.001960986686,32,0.001651357209,18,0.0009288884302,22,0.001135308081,2679,0.1382495614,3047,0.1572401693,3122,0.1611105377,2825,0.1457838786,2682,0.1384043761,1818,0.09381773145,1133,0.05846836619,627,0.03235628032,356,0.01837134895,0.6216465685,392508,3.190066734,23.96802645,18.35603345,3,3.860591088,15,3.82227268,2.76095244e-13,4,-0.1777273196,0,3,7,140.6282028,165.0827957,0.4285714286,15,1.548605813,4.500593417,5,0.7799113534,2.376102696,74068,1,2,0.1252874448,5.64586402,19378,19378,0.7132295102,24.94232197,35.13338595,42.23314676,1.202080176,3488.912616,16.66249815,1.408585215,19378,19378,0,0,0,5036.7338,0,0,19378,0,0.6926934706,5086.905918,1452.683852,61.46577529,1.760596378,0.1525573585,0.03364269021,5.416012813,0.6182342369,39727.62069,32.05484248,1.204466293,34.63463325,0.1787808284,0.1041285994,302488.1906,0.9623097965,31.49338036,0.09363511651,7.451149425,26.90804598,0.0773219712,18.14991247,73.66954023,118041.3621,2591335.819,9223.35663,0.1542562548,0.4507779221,34.47605916,0.05956167215,0.01795850965,6.512004495,55.68390805,69.04597701,0.1984079799,114940.6645,131.8927155,9.439926087e-05,584.8715592,0.2283700737,0.01366543067,165886.7901
UPENN-GBM-00010_11,0.4628930644,50149554,52,3.251991483,255,75.91766676,9.820878566e-14,75.5,0.4176667597,6,95,120,0.3561643836,249,83.65562257,0.4732737403,35.14176141,544026,31,1234.943395,267,0.03725927993,55,0.00767513257,30,0.004186435948,14,0.001953670109,6,0.0008372871895,1,0.0001395478649,2,0.0002790957298,846,0.1180574937,991,0.1382919341,964,0.1345241418,1122,0.1565727044,1199,0.16731789,914,0.1275467485,429,0.05986603405,205,0.02860731231,121,0.01688529166,0.5696640476,151065,3.161634813,23.25277532,18.02279202,3,3.207700772,15,3.98953391,-1.039949594e-13,4,-0.01046608987,0,5,7,136.328142,158.2580645,0.4285714286,15,1.539703167,4.591383039,5,0.4523652182,2.272694035,28589,1,2,0.1260941733,5.165138178,7166,7166,0.6078896949,20.36685276,23.94073043,27.80983462,1.161611785,1786.445166,11.92311995,1.175475205,7100,7100,0,0,0,3148.853442,0,0,7100,0,0.5673319508,5225.365038,1080.626556,31.11116951,1.398081135,0.1692251114,0.0347527201,5.289437926,0.6380576148,15305.45606,31.68142538,1.922704082,39.02195472,0.7483727719,0.102487745,103413.1554,0.9244221536,30.30388833,0.07990123896,6.403508772,15.14035088,0.08854006361,11.56232687,52.56725146,30303.1345,788999.2573,2434.471825,0.1169922681,0.4503048988,26.25746386,0.05295170485,0.0238626849,6.047525215,41.90643275,33.77192982,0.1974966656,28546.9854,47.759223,0.0002324056125,606.9131416,0.2156472419,0.03463785412,51289.94369
